Year,Gas,Sector (end-user),Sector detail (end-user),Sector (source),Sector detail (source),Observation status,Unit multiplier,Unit measure,Value
2012,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.471883601973569
2013,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.478913804760444
2014,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.450017087110356
2015,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.438148450871797
2016,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.416472315502179
2017,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.44276807812133
2018,,,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.415016633661693
1990,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),72.2877291682799
1991,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),72.0295251577659
1992,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),73.6033818739201
1993,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),74.4953806232722
1994,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),73.9001182476084
1995,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),73.1692193913473
1996,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),75.9283698338531
1997,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.610019825313
1998,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),75.8493888919143
1999,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.2247650390032
2000,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.9801466169131
2001,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.7717895450129
2002,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),78.2789077521238
2003,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.9814824123108
2004,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.3807498480175
2005,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.3716330319756
2006,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.8516289665521
2007,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.0910525205544
2008,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),74.808413976194
2009,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),72.4793411247585
2010,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),70.2510391441184
2011,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),69.5044613441727
2012,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),69.2304300234473
2013,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),68.0602922758257
2014,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),68.3060799206564
2015,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),68.8350849707074
2016,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),69.7946910467386
2017,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),69.699219708174
2018,,,,Transport,Road - Passenger cars,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),68.466607674008
1990,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),11.6354420274115
1991,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),12.0301441009791
1992,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),12.1653374578587
1993,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),12.3701908877438
1994,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),12.8949275851799
1995,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),12.8977115524654
1996,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.5338295498534
1997,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.1084366080664
1998,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.3617065677573
1999,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.3026721706581
2000,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.2891373164146
2001,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.3058913192057
2002,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.5140280535816
2003,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.9415395393134
2004,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.3916096081709
2005,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.8214381894969
2006,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.2420358083588
2007,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.8333262668342
2008,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.9765859921916
2009,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.7508759679696
2010,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.0846879697864
2011,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.1811481585205
2012,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.3612446452473
2013,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.5728484516003
2014,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.2964808151624
2015,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.1480379728777
2016,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.2783288968055
2017,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.503184501129
2018,,,,Transport,Road - Light duty vehicles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.4272519296767
1990,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.25041708047107
1991,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.38023777861869
1992,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.31327372214246
1993,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.30088275377841
1994,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.36692412379616
1995,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.4405606952271
1996,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.50461556557085
1997,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.50363383216937
1998,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.35833798346783
1999,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),5.18618779524334
2000,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.86347303424677
2001,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.74711733906616
2002,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.73129084259318
2003,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.85410853312704
2004,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.6392308523536
2005,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.62352789419127
2006,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.68610842040883
2007,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.76511452633378
2008,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.22356346233778
2009,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.21165890639745
2010,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),4.31026648059831
2011,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.96575441886805
2012,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.79358164031427
2013,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.84674084015017
2014,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.83172973517405
2015,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.70554750710543
2016,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.51875566326503
2017,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.3554988428816
2018,,,,Transport,Road - Buses,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),3.16559994496125
1990,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.4595755524826
1991,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.4434311730644
1992,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.3675019622825
1993,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.642497475583
1994,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.2492491237201
1995,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.9116926304225
1996,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.4679964496704
1997,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.5021578671253
1998,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.2634597167671
1999,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.8702848065409
2000,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.5410465925059
2001,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.5129851274562
2002,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.9894090158805
2003,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.1937599423943
2004,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.5573833830852
2005,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.7899014250923
2006,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.8195005918901
2007,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),21.0078735667198
2008,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.547344553393
2009,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.998217060704
2010,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.5502391876847
2011,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.1039620436666
2012,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.164604012548
2013,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.268053649148
2014,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.7906690124813
2015,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),19.8107867863433
2016,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.5229403890843
2017,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.7751586296079
2018,,,,Transport,Road - HGVs,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),20.7301819776891
1990,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.772821774224806
1991,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.749337699637012
1992,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.639052860685915
1993,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.541225435130656
1994,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.52752219895945
1995,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.515087961139383
1996,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.534194045056232
1997,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.572146225802153
1998,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.588180233910117
1999,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.651371878932192
2000,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.65011244145189
2001,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.66381920080505
2002,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.692403560335099
2003,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.752434921788176
2004,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.687221644010593
2005,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.717898314949588
2006,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.667607839003066
2007,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.710262067183734
2008,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.648925043640838
2009,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.629682355586712
2010,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.554855658361765
2011,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.549868624961364
2012,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.532410270284215
2013,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.503818344102102
2014,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.5172778720606
2015,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.521576142815868
2016,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.526463984059715
2017,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.528439077316596
2018,,,,Transport,Road - Mopeds & motorcycles,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.515487679591319
1990,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1991,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1992,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1993,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1994,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1995,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1996,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00297003705103095
1997,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00594007407466088
1998,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0119681564249052
1999,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0239322817155428
2000,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0656005967731978
2001,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.160436489382545
2002,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.258631396269016
2003,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.313660499570601
2004,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.33539941964314
2005,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.362459488030594
2006,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.39695333709909
2007,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.399419820013312
2008,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.48689043803653
2009,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.455814338621158
2010,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.454297211108798
2011,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.413803958004939
2012,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.391693289653372
2013,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.401646068637653
2014,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.38690945417589
2015,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.337128654743962
2016,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.309089822958909
2017,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.292010494656462
2018,,,,Transport,Road - Road vehicle LPG and biofuel use (all vehicles),Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.325390799015005
1990,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.172806167930713
1991,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.173208811118422
1992,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.173818563631291
1993,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.174334146622681
1994,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.178280428929014
1995,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.181812446160011
1996,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.186683352322071
1997,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.190595474999292
1998,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.194147918626176
1999,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.197792782484797
2000,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.197687181792495
2001,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.200374241987671
2002,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.205048199603258
2003,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.206347769776175
2004,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.20976991588949
2005,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.209678672866361
2006,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.212776823295661
2007,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.214636389201406
2008,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.212618770604313
2009,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.210749849362709
2010,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.207554454518333
2011,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.207778667370335
2012,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.206993512467495
2013,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.208029936137597
2014,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.21321351905795
2015,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.216749274834655
2016,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.221035945827846
2017,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.223920468543924
2018,,,,Transport,Road - Incidental lubricant combustion in road engines,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.224610017525745
1990,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1991,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1992,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1993,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1994,,,,Transport,Road - Urea use in abatement technology,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
