Year,Gas,Sector (end-user),Sector detail (end-user),Sector (source),Sector detail (source),Observation status,Unit multiplier,Unit measure,Value
2018,,Transport,"Aviation - Civil aviation (domestic, cruise)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),1.19872618172509
1990,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.518951941689845
1991,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.51078766821737
1992,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.515285604795687
1993,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.507547804742455
1994,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.48650784588668
1995,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.515356645816345
1996,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.585752397637987
1997,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.607004242279245
1998,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.638192865530648
1999,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.726908699599328
2000,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.792335130922993
2001,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.835796248644167
2002,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.807741787000048
2003,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.814023995859508
2004,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.851907025434099
2005,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.931781123151873
2006,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.872191735149515
2007,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.79074290220257
2008,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.730296553779622
2009,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.628667820788897
2010,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.594985515622642
2011,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.563691110533698
2012,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.522649979274894
2013,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.529941664053108
2014,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.497643313094046
2015,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.484964035468178
2016,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.459676259874466
2017,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.489931075181701
2018,,Transport,"Aviation - Civil aviation (domestic, landing and take off)",,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.458979465200155
1990,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),81.3780786316774
1991,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),81.1482694921242
1992,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),83.158738442076
1993,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),84.2518881004167
1994,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),84.1678422292166
1995,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),83.8946191960457
1996,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.0769793931727
1997,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.6059371425799
1998,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),86.9922269741481
1999,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.9779669439696
2000,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.523175857694
2001,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.4978265859192
2002,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),89.9661385175172
2003,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.8876217127372
2004,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.2455368303513
2005,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),87.6166526148126
2006,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),86.3400735243571
2007,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),86.377063627844
2008,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),83.4494074112545
2009,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),81.1805871081334
2010,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),78.8133312616585
2011,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.7997920691962
2012,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.7059914548037
2013,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),75.3280512247426
2014,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),75.541534103463
2015,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),76.1998275717848
2016,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.0396655085803
2017,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),77.1240215502524
2018,,Transport,Road - Passenger cars,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),75.7189257501149
1990,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1991,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1992,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1993,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1994,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1995,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1996,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1997,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1998,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
1999,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2000,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2001,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2002,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2003,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0
2004,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.010777896087822
2005,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0105748551624101
2006,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0109115709197711
2007,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0104529935738154
2008,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0100991805754768
2009,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00924176947777071
2010,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.00935653240957308
2011,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0105330872563216
2012,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0142672055886804
2013,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0164143216495291
2014,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0301121839828069
2015,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0367609193865874
2016,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.040316457268565
2017,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0503275119845335
2018,,Transport,Road - Electric vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),0.0604373057769195
1990,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.0959748041499
1991,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.5456290980217
1992,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.7353500597449
1993,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),13.9807178609529
1994,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.6767869887718
1995,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),14.7804077256908
1996,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),15.5052995691951
1997,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.1127955989122
1998,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.4481949745032
1999,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.268960230904
2000,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.2269145683704
2001,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.2769447142979
2002,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),16.646313281716
2003,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.0208447619581
2004,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.3163918676182
2005,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.8681094463305
2006,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.199426853078
2007,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),18.8084485085327
2008,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.7718934206693
2009,,Transport,Road - Light duty vehicles,,,Undefined,Units,Million tonnes carbon dioxide equivalent (MtCO2e),17.5897547553707
